v1,v2,w
1949,1953,0.05128205128205128
1153166,1953,0.05555555555555555
1153724,1953,0.05555555555555555
1153728,1953,0.1388888888888889
1956,1955,0.06060606060606061
110163,1955,0.0625
1110390,1955,0.06666666666666667
1817,1956,0.08108108108108109
83449,1956,0.025
101143,1956,0.05
263486,1956,0.07142857142857142
1111899,1956,0.08108108108108109
1118302,1956,0.07317073170731707
1153101,1956,0.06060606060606061
1153150,1956,0.06060606060606061
3097,1959,0.07894736842105263
38839,1959,0.023809523809523808
73327,1959,0.11764705882352941
82664,1959,0.10810810810810811
101143,1959,0.07894736842105263
170798,1959,0.1875
310530,1959,0.07692307692307693
1152896,1959,0.05128205128205128
1153728,1959,0.10526315789473684
3233,1997,0.14285714285714285
7032,1997,0.05128205128205128
49811,1997,0.1875
129897,1997,0.11428571428571428
154982,1997,0.14705882352941177
1102442,1997,0.10256410256410256
1108551,1997,0.058823529411764705
1109439,1997,0.02702702702702703
1109542,1997,0.2
1102442,1999,0.037037037037037035
1123068,1999,0.05
10186,2354,0.07317073170731707
40151,2354,0.022727272727272728
74749,2354,0.023255813953488372
154134,2354,0.07692307692307693
1107140,2354,0.14285714285714285
1113852,2354,0.075
1130539,2354,0.07142857142857142
6917,2440,0.038461538461538464
6923,2440,0.10714285714285714
18615,2440,0.038461538461538464
23546,2440,0.07692307692307693
27230,2440,0.07142857142857142
49811,2440,0.037037037037037035
49843,2440,0.029411764705882353
49844,2440,0.08
49847,2440,0.13793103448275862
63931,2440,0.08
72908,2440,0.08
136766,2440,0.03571428571428571
136768,2440,0.037037037037037035
151430,2440,0.07692307692307693
212777,2440,0.03225806451612903
582343,2440,0.034482758620689655
591016,2440,0.03571428571428571
591017,2440,0.03225806451612903
1000012,2440,0.03125
1061127,2440,0.08333333333333333
1106388,2440,0.10714285714285714
1107095,2440,0.05714285714285714
1108551,2440,0.13043478260869565
1110426,2440,0.07407407407407407
1117786,2440,0.03333333333333333
1119295,2440,0.03571428571428571
1120650,2440,0.04
1127619,2440,0.06451612903225806
1153254,2440,0.10714285714285714
4660,2653,0.025
6125,2653,0.1
28641,2653,0.14705882352941177
59045,2653,0.05555555555555555
65650,2653,0.05263157894736842
102406,2653,0.023809523809523808
107177,2653,0.07894736842105263
167656,2653,0.07894736842105263
175291,2653,0.046511627906976744
197783,2653,0.08333333333333333
321861,2653,0.02564102564102564
350362,2653,0.02631578947368421
1104055,2653,0.08333333333333333
1116268,2653,0.05555555555555555
1116842,2653,0.05
1118764,2653,0.05555555555555555
1119751,2653,0.10810810810810811
1152075,2653,0.05128205128205128
27250,2654,0.06666666666666667
52784,2654,0.09090909090909091
197783,2654,0.28125
211906,2654,0.06818181818181818
463825,2654,0.09090909090909091
1104851,2654,0.06818181818181818
1106630,2654,0.06382978723404255
1107861,2654,0.023809523809523808
1110438,2654,0.1
1116842,2654,0.1
1121867,2654,0.037037037037037035
1123926,2654,0.02631578947368421
1152075,2654,0.075
99023,2658,0.1388888888888889
230884,2658,0.11764705882352941
236759,2658,0.20588235294117646
282700,2658,0.05
395540,2658,0.13513513513513514
578347,2658,0.10810810810810811
696342,2658,0.13513513513513514
696345,2658,0.19444444444444445
696346,2658,0.13157894736842105
751408,2658,0.125
1115375,2658,0.05128205128205128
1130676,2658,0.05
1131607,2658,0.2
1135899,2658,0.15151515151515152
1140230,2658,0.21875
1119671,2663,0.16666666666666666
2658,2665,0.18181818181818182
99023,2665,0.13513513513513514
205192,2665,0.05
230884,2665,0.08333333333333333
237489,2665,0.3333333333333333
395540,2665,0.16216216216216217
578306,2665,0.07692307692307693
578309,2665,0.05714285714285714
578337,2665,0.08695652173913043
578347,2665,0.10526315789473684
582139,2665,0.025
630817,2665,0.05263157894736842
696345,2665,0.1282051282051282
696346,2665,0.1282051282051282
751408,2665,0.12121212121212122
763009,2665,0.02564102564102564
1105574,2665,0.04878048780487805
1113035,2665,0.046511627906976744
1115375,2665,0.05
1122704,2665,0.02564102564102564
1130676,2665,0.047619047619047616
1130808,2665,0.02564102564102564
1131607,2665,0.04878048780487805
1132486,2665,0.07317073170731707
1132948,2665,0.05128205128205128
2698,2695,0.15625
342802,2695,0.08571428571428572
1108169,2695,0.09523809523809523
1120197,2695,0.13043478260869565
2695,2696,0.027777777777777776
2698,2696,0.02702702702702703
5348,2696,0.1282051282051282
5869,2696,0.1388888888888889
99025,2696,0.08823529411764706
160705,2696,0.05714285714285714
256106,2696,0.125
469504,2696,0.08333333333333333
1108050,2696,0.14285714285714285
1113035,2696,0.023255813953488372
1114192,2696,0.05555555555555555
1118083,2696,0.07692307692307693
1120858,2696,0.13513513513513514
1123239,2696,0.1875
1133004,2696,0.09090909090909091
2695,2698,0.15625
99025,2698,0.05714285714285714
256106,2698,0.09090909090909091
342802,2698,0.21875
1114192,2698,0.08571428571428572
12330,2702,0.11428571428571428
72056,2702,0.024390243902439025
395553,2702,0.09523809523809523
1120777,2702,0.08695652173913043
255233,3084,0.08108108108108109
1107171,3084,0.11428571428571428
5062,3085,0.08695652173913043
15889,3085,0.05
30973,3085,0.05128205128205128
83449,3085,0.05128205128205128
395725,3085,0.041666666666666664
83449,3095,0.1282051282051282
110162,3095,0.15789473684210525
110163,3095,0.10526315789473684
218682,3095,0.10256410256410256
1949,3097,0.046511627906976744
1952,3097,0.15789473684210525
3101,3097,0.075
129045,3097,0.02564102564102564
1106236,3097,0.125
70441,3101,0.08571428571428572
110162,3101,0.13513513513513514
110163,3101,0.1111111111111111
110164,3101,0.1891891891891892
1949,3112,0.021739130434782608
77826,3112,0.075
77829,3112,0.13157894736842105
103529,3112,0.06666666666666667
110163,3112,0.04878048780487805
110164,3112,0.044444444444444446
470511,3112,0.8461538461538461
1152564,3112,0.046511627906976744
3192,3191,0.07407407407407407
5086,3191,0.125
105865,3191,0.08108108108108109
129896,3191,0.1388888888888889
129897,3191,0.05263157894736842
308920,3191,0.05714285714285714
310742,3191,0.10810810810810811
423463,3191,0.09090909090909091
561364,3191,0.10256410256410256
642827,3191,0.08108108108108109
1106789,3191,0.08823529411764706
1127530,3191,0.08108108108108109
1131267,3191,0.023255813953488372
3191,3192,0.07407407407407407
5086,3192,0.041666666666666664
129896,3192,0.034482758620689655
310742,3192,0.15384615384615385
423463,3192,0.13636363636363635
561364,3192,0.10344827586206896
642827,3192,0.11538461538461539
65653,3217,0.19444444444444445
86840,3217,0.044444444444444446
167670,3217,0.02631578947368421
238099,3217,0.07142857142857142
1000012,3217,0.06976744186046512
6639,3218,0.08823529411764706
6767,3218,0.05405405405405406
6941,3218,0.02564102564102564
35070,3218,0.11764705882352941
49843,3218,0.09523809523809523
66782,3218,0.1111111111111111
277263,3218,0.07894736842105263
417017,3218,0.025
1106492,3218,0.07692307692307693
1110426,3218,0.08108108108108109
1119987,3218,0.05263157894736842
1120169,3218,0.05128205128205128
1152290,3218,0.05263157894736842
1153264,3218,0.037037037037037035
36620,3220,0.075
39124,3220,0.1388888888888889
40922,3220,0.07692307692307693
69397,3220,0.10810810810810811
120039,3220,0.05128205128205128
145215,3220,0.024390243902439025
167670,3220,0.02702702702702703
346243,3220,0.058823529411764705
429805,3220,0.07894736842105263
654177,3220,0.05
1115677,3220,0.05
1125992,3220,0.02631578947368421
1131728,3220,0.029411764705882353
167656,3222,0.16666666666666666
964248,3222,0.2571428571428571
1103737,3222,0.04878048780487805
1114222,3222,0.16216216216216217
1131137,3222,0.024390243902439025
1132157,3222,0.04
167656,3223,0.075
167670,3223,0.14285714285714285
1132157,3223,0.038461538461538464
1153101,3223,0.08571428571428572
1153150,3223,0.08571428571428572
16461,3229,0.05263157894736842
23502,3229,0.05555555555555555
27174,3229,0.045454545454545456
31769,3229,0.038461538461538464
33412,3229,0.045454545454545456
35343,3229,0.04
35922,3229,0.043478260869565216
48550,3229,0.0625
72101,3229,0.041666666666666664
82087,3229,0.043478260869565216
83826,3229,0.25
90888,3229,0.043478260869565216
92065,3229,0.07142857142857142
100197,3229,0.08333333333333333
118559,3229,0.038461538461538464
133550,3229,0.06666666666666667
390922,3229,0.045454545454545456
396412,3229,0.08695652173913043
447250,3229,0.08695652173913043
641976,3229,0.043478260869565216
654326,3229,0.037037037037037035
919885,3229,0.038461538461538464
948299,3229,0.037037037037037035
949511,3229,0.04
1050679,3229,0.1111111111111111
1105718,3229,0.04
1106568,3229,0.045454545454545456
1108834,3229,0.1111111111111111
1125082,3229,0.125
1126037,3229,0.037037037037037035
1128839,3229,0.045454545454545456
1130915,3229,0.1111111111111111
1140289,3229,0.045454545454545456
1154169,3229,0.07142857142857142
3237,3231,0.13513513513513514
6334,3231,0.07317073170731707
8699,3231,0.047619047619047616
8821,3231,0.07142857142857142
20850,3231,0.23684210526315788
25184,3231,0.047619047619047616
39124,3231,0.07692307692307693
39126,3231,0.10526315789473684
46431,3231,0.07317073170731707
49660,3231,0.3125
63477,3231,0.09523809523809523
63486,3231,0.07692307692307693
66594,3231,0.09302325581395349
68463,3231,0.11627906976744186
167670,3231,0.02631578947368421
180399,3231,0.046511627906976744
259126,3231,0.12903225806451613
263279,3231,0.07692307692307693
328370,3231,0.05
636098,3231,0.16666666666666666
1102761,3231,0.045454545454545456
1106330,3231,0.0975609756097561
1106370,3231,0.022222222222222223
1107067,3231,0.07692307692307693
1113926,3231,0.07692307692307693
1115471,3231,0.022727272727272728
1125386,3231,0.022222222222222223
1128536,3231,0.08
1131471,3231,0.023809523809523808
1153169,3231,0.1
20850,3232,0.021739130434782608
20942,3232,0.030303030303030304
66594,3232,0.09302325581395349
521251,3232,0.045454545454545456
1106330,3232,0.07142857142857142
1123068,3232,0.08333333333333333
1128536,3232,0.038461538461538464
1997,3233,0.14285714285714285
66594,3233,0.15
192850,3233,0.05128205128205128
272720,3233,0.07317073170731707
509379,3233,0.07317073170731707
976284,3233,0.058823529411764705
1103737,3233,0.024390243902439025
1114222,3233,0.024390243902439025
1125467,3233,0.024390243902439025
65653,3235,0.022727272727272728
1114222,3235,0.0975609756097561
3237,3236,0.02564102564102564
601561,3236,0.07894736842105263
3233,3240,0.05
36620,3240,0.075
39130,3240,0.30303030303030304
964248,3240,0.13157894736842105
1110531,3240,0.13513513513513514
1131137,3240,0.05128205128205128
30895,3243,0.2
30901,3243,0.16666666666666666
31932,3243,0.17857142857142858
307336,3243,0.06451612903225806
350362,3243,0.030303030303030304
368431,3243,0.2413793103448276
854434,3243,0.030303030303030304
1103610,3243,0.08571428571428572
1104055,3243,0.05
1110947,3243,0.05128205128205128
1113739,3243,0.06896551724137931
1956,3828,0.045454545454545456
207395,3828,0.037037037037037035
310530,3828,0.04
5075,3932,0.07142857142857142
1105428,4274,0.047619047619047616
1114664,4274,0.125
1119078,4274,0.17647058823529413
28254,4329,0.10256410256410256
46468,4329,0.10256410256410256
105899,4329,0.09523809523809523
395547,4329,0.04878048780487805
510718,4329,0.08571428571428572
1110768,4329,0.05128205128205128
1111304,4329,0.022727272727272728
1717,4330,0.16666666666666666
4329,4330,0.20588235294117646
11093,4330,0.0975609756097561
12946,4330,0.05405405405405406
32688,4330,0.17647058823529413
35797,4330,0.027777777777777776
37884,4330,0.024390243902439025
46468,4330,0.1111111111111111
69392,4330,0.09375
69418,4330,0.18181818181818182
118436,4330,0.02631578947368421
120013,4330,0.1
151708,4330,0.08108108108108109
168410,4330,0.09090909090909091
299197,4330,0.13043478260869565
390889,4330,0.10810810810810811
395553,4330,0.07317073170731707
428610,4330,0.10810810810810811
684986,4330,0.08108108108108109
949217,4330,0.038461538461538464
1103737,4330,0.05263157894736842
1104449,4330,0.07894736842105263
1110438,4330,0.08108108108108109
1112929,4330,0.15151515151515152
1114352,4330,0.1111111111111111
1132459,4330,0.08823529411764706
1132461,4330,0.023809523809523808
1135108,4330,0.0967741935483871
1136393,4330,0.02631578947368421
1152917,4330,0.3076923076923077
1717,4335,0.15789473684210525
32698,4335,0.16666666666666666
46468,4335,0.10526315789473684
62274,4335,0.1
62417,4335,0.05128205128205128
95718,4335,0.06666666666666667
116790,4335,0.10256410256410256
239800,4335,0.07894736842105263
390889,4335,0.023809523809523808
755082,4335,0.038461538461538464
1104300,4335,0.09375
1136310,4335,0.1111111111111111
1102548,4553,0.10810810810810811
128,4584,0.10810810810810811
6151,4584,0.05405405405405406
6155,4584,0.1111111111111111
6184,4584,0.075
6196,4584,0.02631578947368421
6210,4584,0.023809523809523808
6213,4584,0.047619047619047616
6214,4584,0.05555555555555555
13885,4584,0.05
13917,4584,0.13513513513513514
28278,4584,0.08333333333333333
28287,4584,0.08108108108108109
36167,4584,0.07692307692307693
124064,4584,0.06818181818181818
132806,4584,0.05405405405405406
168410,4584,0.08571428571428572
188471,4584,0.1
193742,4584,0.1
293285,4584,0.07142857142857142
628500,4584,0.07894736842105263
628815,4584,0.11764705882352941
782486,4584,0.0975609756097561
976334,4584,0.024390243902439025
1031453,4584,0.08571428571428572
1102550,4584,0.08333333333333333
1113739,4584,0.125
1120020,4584,0.09302325581395349
1128839,4584,0.14285714285714285
1130567,4584,0.1282051282051282
1130600,4584,0.047619047619047616
164,4637,0.05714285714285714
434,4649,0.047619047619047616
8703,4649,0.06976744186046512
135765,4649,0.058823529411764705
135766,4649,0.11764705882352941
411092,4649,0.043478260869565216
449841,4649,0.07317073170731707
1105887,4649,0.05128205128205128
5038,4660,0.08571428571428572
18615,4660,0.05555555555555555
429781,4660,0.07894736842105263
582343,4660,0.025
164,4804,0.05405405405405406
12182,4804,0.04878048780487805
12210,4804,0.17647058823529413
25805,4804,0.02702702702702703
45189,4804,0.046511627906976744
68505,4804,0.03333333333333333
77515,4804,0.1875
157761,4804,0.05555555555555555
976284,4804,0.06060606060606061
989397,4804,0.08695652173913043
1112574,4804,0.08108108108108109
1153262,4804,0.046511627906976744
1102567,4878,0.05714285714285714
7867,4983,0.06896551724137931
129897,5055,0.075
167656,5055,0.10256410256410256
1104851,5055,0.09302325581395349
1107861,5055,0.075
1119751,5055,0.04878048780487805
1121867,5055,0.07692307692307693
5064,5062,0.18181818181818182
5069,5062,0.17391304347826086
28026,5062,0.10526315789473684
521207,5062,0.1
1120563,5062,0.2222222222222222
5069,5064,0.30303030303030304
28026,5064,0.15625
272345,5064,0.1111111111111111
385067,5064,0.0975609756097561
1120563,5064,0.15151515151515152
1121176,5064,0.15789473684210525
1129106,5064,0.10810810810810811
5064,5069,0.30303030303030304
385067,5069,0.06976744186046512
1120563,5069,0.21875
5064,5075,0.15384615384615385
5069,5075,0.12195121951219512
1120563,5075,0.07894736842105263
3191,5086,0.125
79809,5086,0.0967741935483871
109323,5086,0.08823529411764706
129896,5086,0.08823529411764706
137849,5086,0.3
423463,5086,0.28
440815,5086,0.16666666666666666
561364,5086,0.02631578947368421
1105698,5086,0.391304347826087
133550,5194,0.13333333333333333
133563,5194,0.06666666666666667
133566,5194,0.13636363636363635
140569,5194,0.19047619047619047
1152714,5194,0.08695652173913043
2695,5348,0.22857142857142856
2696,5348,0.1282051282051282
75695,5348,0.06666666666666667
99025,5348,0.04878048780487805
139547,5348,0.09523809523809523
256106,5348,0.16666666666666666
342802,5348,0.07142857142857142
911198,5348,0.09302325581395349
1108050,5348,0.034482758620689655
1114192,5348,0.1891891891891892
1118083,5348,0.09090909090909091
1120197,5348,0.06451612903225806
1120858,5348,0.2
1123239,5348,0.15789473684210525
1132968,5348,0.06451612903225806
1105574,5454,0.16666666666666666
1128425,5454,0.07317073170731707
1130680,5454,0.14705882352941177
910,5462,0.023809523809523808
119956,5462,0.09090909090909091
227286,5462,0.09302325581395349
1129111,5462,0.037037037037037035
33303,5600,0.058823529411764705
77826,5600,0.08571428571428572
255233,5600,0.08108108108108109
1022969,5600,0.10526315789473684
1117833,5600,0.10256410256410256
910,5869,0.10810810810810811
545647,5959,0.030303030303030304
582511,5959,0.029411764705882353
8699,5966,0.05555555555555555
68463,5966,0.10526315789473684
86840,5966,0.05128205128205128
1102625,5966,0.14705882352941177
1106388,5966,0.08571428571428572
1107861,5966,0.125
1110390,5966,0.03125
1114502,5966,0.21875
12211,6125,0.09302325581395349
27612,6125,0.023255813953488372
28641,6125,0.10810810810810811
